Symbol,Name,Exchange
GHIXU,"Gores Holdings IX, Inc. - Unit",NASDAQ Global MarketSM
GHIXW,"Gores Holdings IX, Inc. - Warrant",NASDAQ Global MarketSM
GHRS,GH Research PLC - Ordinary Shares,NASDAQ Global MarketSM
GHSI,"Guardion Health Sciences, Inc. - Common Stock",NASDAQ Capital Market
GIFI,"Gulf Island Fabrication, Inc. - Common Stock",NASDAQ Global Select MarketSM
GIGM,GigaMedia Limited - Ordinary Shares,NASDAQ Capital Market
GIII,"G-III Apparel Group, LTD. - Common Stock",NASDAQ Global Select MarketSM
GILD,"Gilead Sciences, Inc. - Common Stock",NASDAQ Global Select MarketSM
GILT,Gilat Satellite Networks Ltd. - Ordinary Shares,NASDAQ Global Select MarketSM
GINX,SGI Enhanced Global Income ETF,NASDAQ Global MarketSM
GIPR,Generation Income Properties Inc. - Common stock,NASDAQ Capital Market
GIPRW,Generation Income Properties Inc. - Warrant,NASDAQ Capital Market
GLAC,Global Lights Acquisition Corp - Ordinary Shares,NASDAQ Global MarketSM
GLACR,Global Lights Acquisition Corp - Rights,NASDAQ Global MarketSM
GLACU,Global Lights Acquisition Corp - Unit,NASDAQ Global MarketSM
GLAD,Gladstone Capital Corporation - Closed End Fund,NASDAQ Global Select MarketSM
GLADZ,Gladstone Capital Corporation - 7.75% Notes due 2028,NASDAQ Global Select MarketSM
GLBE,Global-E Online Ltd. - ordinary shares,NASDAQ Global Select MarketSM
GLBS,Globus Maritime Limited - Common Stock,NASDAQ Capital Market
GLBZ,Glen Burnie Bancorp - Common Stock,NASDAQ Capital Market
GLDD,Great Lakes Dredge & Dock Corporation - Common Stock,NASDAQ Global Select MarketSM
GLDI,"Credit Suisse X-Links Gold Shares Covered Call ETNs due February 2, 2033",NASDAQ Global MarketSM
GLLI,Globalink Investment Inc. - Common Stock,NASDAQ Capital Market
GLLIR,Globalink Investment Inc. - Rights,NASDAQ Capital Market
GLLIU,Globalink Investment Inc. - Units,NASDAQ Capital Market
GLLIW,Globalink Investment Inc. - Warrants,NASDAQ Capital Market
GLMD,Galmed Pharmaceuticals Ltd. - Ordinary Shares,NASDAQ Capital Market
GLNG,Golar LNG Limited - Common Shares,NASDAQ Global Select MarketSM
GLPG,Galapagos NV - American Depositary Shares,NASDAQ Global Select MarketSM
GLPI,"Gaming and Leisure Properties, Inc. - Common Stock",NASDAQ Global Select MarketSM
GLRE,"Greenlight Reinsurance, Ltd. - Class A Ordinary Shares",NASDAQ Global Select MarketSM
GLSI,"Greenwich LifeSciences, Inc. - Common stock",NASDAQ Capital Market
GLST,"Global Star Acquisition, Inc. - Class A Common Stock",NASDAQ Global MarketSM
GLSTR,"Global Star Acquisition, Inc. - Right",NASDAQ Global MarketSM
GLSTU,"Global Star Acquisition, Inc. - Unit",NASDAQ Global MarketSM
GLSTW,"Global Star Acquisition, Inc. - Warrants",NASDAQ Global MarketSM
GLTO,"Galecto, Inc. - Common Stock",NASDAQ Capital Market
GLUE,"Monte Rosa Therapeutics, Inc. - Common Stock",NASDAQ Global Select MarketSM
GLYC,"GlycoMimetics, Inc. - Common Stock",NASDAQ Global MarketSM
GMAB,Genmab A/S - American Depositary Shares,NASDAQ Global Select MarketSM
GMFI,Aetherium Acquisition Corp. - Class A Common Stock,NASDAQ Global MarketSM
GMFIU,Aetherium Acquisition Corp. - Unit,NASDAQ Global MarketSM
GMFIW,Aetherium Acquisition Corp. - Warrant,NASDAQ Global MarketSM
GMGI,"Golden Matrix Group, Inc. - Common Stock",NASDAQ Capital Market
GMM,Global Mofy Metaverse Limited - Ordinary Shares,NASDAQ Capital Market
GNFT,GENFIT S.A. - American Depositary Shares,NASDAQ Global Select MarketSM
GNLN,"Greenlane Holdings, Inc. - Class A Common Stock",NASDAQ Capital Market
GNLX,Genelux Corporation - Common Stock,NASDAQ Capital Market
GNMA,iShares GNMA Bond ETF,NASDAQ Global MarketSM
GNOM,Global X Genomics & Biotechnology ETF,NASDAQ Global MarketSM
GNPX,"Genprex, Inc. - Common Stock",NASDAQ Capital Market
GNSS,Genasys Inc. - Common Stock,NASDAQ Capital Market
GNTA,Genenta Science S.p.A. - American Depositary Shares,NASDAQ Capital Market
GNTX,Gentex Corporation - Common Stock,NASDAQ Global Select MarketSM
GO,Grocery Outlet Holding Corp. - Common Stock,NASDAQ Global Select MarketSM
GOCO,"GoHealth, Inc. - Class A Common Stock",NASDAQ Capital Market
GODN,Golden Star Acquisition Corporation - Ordinary Shares,NASDAQ Global MarketSM
GODNR,Golden Star Acquisition Corporation - Rights,NASDAQ Global MarketSM
GODNU,Golden Star Acquisition Corporation - Unit,NASDAQ Global MarketSM
GOEV,Canoo Inc.  - Class A Common Stock,NASDAQ Capital Market
GOEVW,Canoo Inc.  - Warrant,NASDAQ Capital Market
GOGL,Golden Ocean Group Limited - Common Stock,NASDAQ Global Select MarketSM
GOGO,Gogo Inc. - Common Stock,NASDAQ Global Select MarketSM
GOOD,Gladstone Commercial Corporation - Real Estate Investment Trust,NASDAQ Global Select MarketSM
GOODN,Gladstone Commercial Corporation - 6.625% Series E Cumulative Redeemable Preferred Stock,NASDAQ Global Select MarketSM
GOODO,"Gladstone Commercial Corporation - 6.00% Series G Cumulative Redeemable Preferred Stock, par value $0.001 per share",NASDAQ Global Select MarketSM
GOOG,Alphabet Inc. - Class C Capital Stock,NASDAQ Global Select MarketSM
GOOGL,Alphabet Inc. - Class A Common Stock,NASDAQ Global Select MarketSM
GORV,"Lazydays Holdings, Inc. - Common Stock",NASDAQ Capital Market
GOSS,"Gossamer Bio, Inc. - Common Stock",NASDAQ Global Select MarketSM
GOVI,Invesco Equal Weight 0-30 Year Treasury ETF,NASDAQ Global MarketSM
GOVX,"GeoVax Labs, Inc. - Common Stock",NASDAQ Capital Market
GOVXW,"GeoVax Labs, Inc. - Warrants",NASDAQ Capital Market
GP,GreenPower Motor Company Inc. - Common Shares,NASDAQ Capital Market
GPAC,Global Partner Acquisition Corp II - Class A Ordinary Share,NASDAQ Capital Market
GPACU,Global Partner Acquisition Corp II - Unit,NASDAQ Capital Market
GPACW,Global Partner Acquisition Corp II - Warrant,NASDAQ Capital Market
GPAK,Gamer Pakistan Inc. - Common Stock,NASDAQ Capital Market
GPATU,GP-Act III Acquisition Corp. - Units,NASDAQ Global MarketSM
GPCR,Structure Therapeutics Inc. - American Depositary Shares,NASDAQ Global MarketSM
GPIQ,Goldman Sachs Nasdaq-100 Core Premium Income ETF,NASDAQ Global MarketSM
GPIX,Goldman Sachs S&P 500 Core Premium Income ETF,NASDAQ Global MarketSM
GPRE,"Green Plains, Inc. - Common Stock",NASDAQ Global Select MarketSM
GPRO,"GoPro, Inc. - Class A Common Stock",NASDAQ Global Select MarketSM
GRAB,Grab Holdings Limited - Class A Ordinary Shares,NASDAQ Global Select MarketSM
GRABW,Grab Holdings Limited - Warrant,NASDAQ Global Select MarketSM
GRDI,GRIID Infrastructure Inc. - Common Stock,NASDAQ Global MarketSM
GRDIW,GRIID Infrastructure Inc. - Warrant,NASDAQ Global MarketSM
GREE,Greenidge Generation Holdings Inc. - Class A Common Stock,NASDAQ Global Select MarketSM
GREEL,Greenidge Generation Holdings Inc. - 8.50% Senior Notes due 2026,NASDAQ Global Select MarketSM
GRFS,"Grifols, S.A. - American Depositary Shares",NASDAQ Global Select MarketSM
GRI,"GRI Bio, Inc. - Common Stock",NASDAQ Capital Market
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,NASDAQ Global MarketSM
GRIN,Grindrod Shipping Holdings Ltd. - Ordinary Shares,NASDAQ Global Select MarketSM
GRNQ,Greenpro Capital Corp. - Common Stock,NASDAQ Capital Market
GROM,Grom Social Enterprises Inc. - Common Stock,NASDAQ Capital Market
GROMW,Grom Social Enterprises Inc. - Warrants,NASDAQ Capital Market
GROW,"U.S. Global Investors, Inc. - Class A Common Stock",NASDAQ Capital Market
GRPN,"Groupon, Inc. - Common Stock",NASDAQ Global Select MarketSM
GRRR,Gorilla Technology Group Inc. - Ordinary shares,NASDAQ Capital Market
GRRRW,Gorilla Technology Group Inc. - Warrant,NASDAQ Capital Market
GRTS,"Gritstone bio, Inc. - Common Stock",NASDAQ Global Select MarketSM
GRTX,"Galera Therapeutics, Inc. - Common Stock",NASDAQ Global MarketSM
GRVY,"GRAVITY Co., Ltd. - American depositary shares, each representing one common share.",NASDAQ Global MarketSM
GRWG,GrowGeneration Corp. - Common Stock,NASDAQ Capital Market
GRYP,"Gryphon Digital Mining, Inc - Common Stock",NASDAQ Capital Market
GSBC,"Great Southern Bancorp, Inc. - Common Stock",NASDAQ Global Select MarketSM
GSHD,"Goosehead Insurance, Inc. - Class A Common Stock",NASDAQ Global Select MarketSM
GSIB,Themes Global Systemically Important Banks ETF,NASDAQ Global MarketSM
GSIT,"GSI Technology, Inc. - Common Stock",NASDAQ Global Select MarketSM
GSIW,Garden Stage Limited - Ordinary Shares,NASDAQ Capital Market
GSM,Ferroglobe PLC - Ordinary Shares,NASDAQ Capital Market
GSMGW,"Cheer Holding, Inc.  - Warrant",NASDAQ Capital Market
GSUN,Golden Sun Health Technology Group Limited - Class A Ordinary Shares,NASDAQ Capital Market
GT,The Goodyear Tire & Rubber Company - Common Stock,NASDAQ Global Select MarketSM
GTAC,Global Technology Acquisition Corp. I - Class A Ordinary Shares,NASDAQ Capital Market
GTACU,Global Technology Acquisition Corp. I - Unit,NASDAQ Capital Market
GTACW,Global Technology Acquisition Corp. I - Warrant,NASDAQ Capital Market
GTBP,"GT Biopharma, Inc. - Common Stock",NASDAQ Capital Market
GTEC,Greenland Technologies Holding Corporation - Ordinary Shares,NASDAQ Capital Market
GTHX,"G1 Therapeutics, Inc. - Common Stock",NASDAQ Global Select MarketSM
GTI,Graphjet Technology - Class A Ordinary Shares,NASDAQ Global MarketSM
GTIM,Good Times Restaurants Inc. - Common Stock,NASDAQ Capital Market
GTLB,GitLab Inc. - Class A Common Stock,NASDAQ Global Select MarketSM
GTR,WisdomTree Target Range Fund,NASDAQ Global MarketSM
GTX,Garrett Motion Inc. - Common Stock,NASDAQ Global Select MarketSM
GURE,"Gulf Resources, Inc. - Common Stock",NASDAQ Global Select MarketSM
GUTS,"Fractyl Health, Inc. - Common Stock",NASDAQ Global MarketSM
GV,Visionary Holdings Inc. - Common Shares,NASDAQ Capital Market
GVH,Globavend Holdings Limited - Ord Shares,NASDAQ Capital Market
GVP,"GSE Systems, Inc. - Common Stock",NASDAQ Capital Market
GWAV,"Greenwave Technology Solutions, Inc. - Common Stock",NASDAQ Capital Market
GWRS,"Global Water Resources, Inc. - common stock",NASDAQ Global MarketSM
GXAI,Gaxos.ai Inc. - Common Stock,NASDAQ Capital Market
GXTG,Global X Thematic Growth ETF,NASDAQ Global MarketSM
GYRE,"Gyre Therapeutics, Inc. - Common Stock",NASDAQ Capital Market
GYRO,"Gyrodyne , LLC - Common Stock",NASDAQ Capital Market
HA,"Hawaiian Holdings, Inc. - Common Stock",NASDAQ Global Select MarketSM
HAFC,Hanmi Financial Corporation - Common Stock,NASDAQ Global Select MarketSM
HAIA,Healthcare AI Acquisition Corp. - Class A Ordinary Shares,NASDAQ Capital Market
HAIAU,Healthcare AI Acquisition Corp. - Units,NASDAQ Capital Market
HAIAW,Healthcare AI Acquisition Corp. - Warrants,NASDAQ Capital Market
HAIN,"The Hain Celestial Group, Inc. - Common Stock",NASDAQ Global Select MarketSM
HALO,"Halozyme Therapeutics, Inc. - Common Stock",NASDAQ Global Select MarketSM
HAO,Haoxi Health Technology Limited - Class A Ord Share,NASDAQ Capital Market
HAS,"Hasbro, Inc. - Common Stock",NASDAQ Global Select MarketSM
HAYN,"Haynes International, Inc. - Common Stock",NASDAQ Global Select MarketSM
HBAN,Huntington Bancshares Incorporated - Common Stock,NASDAQ Global Select MarketSM
HBANL,"Huntington Bancshares Incorporated - Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock",NASDAQ Global Select MarketSM
HBANM,Huntington Bancshares Incorporated - Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,NASDAQ Global Select MarketSM
HBANP,Huntington Bancshares Incorporated - Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,NASDAQ Global Select MarketSM
HBCP,"Home Bancorp, Inc. - Common Stock",NASDAQ Global Select MarketSM
HBIO,"Harvard Bioscience, Inc. - Common Stock",NASDAQ Global MarketSM
HBNC,"Horizon Bancorp, Inc. - Common Stock",NASDAQ Global Select MarketSM
HBT,"HBT Financial, Inc. - Common Stock",NASDAQ Global Select MarketSM
HCAT,"Health Catalyst, Inc - Common stock",NASDAQ Global Select MarketSM
HCKT,"The Hackett Group, Inc. - Common Stock",NASDAQ Global Select MarketSM
HCM,HUTCHMED (China) Limited - American Depositary Shares,NASDAQ Global Select MarketSM
HCOW,Amplify Cash Flow High Income ETF,NASDAQ Global MarketSM
HCP,"HashiCorp, Inc. - Class A Common Stock",NASDAQ Global Select MarketSM
HCSG,"Healthcare Services Group, Inc. - Common Stock",NASDAQ Global Select MarketSM
HCTI,"Healthcare Triangle, Inc. - Common Stock",NASDAQ Capital Market
HCVI,Hennessy Capital Investment Corp. VI - Class A Common Stock,NASDAQ Global MarketSM
HCVIU,Hennessy Capital Investment Corp. VI - Unit,NASDAQ Global MarketSM
HCVIW,Hennessy Capital Investment Corp. VI - Warrant,NASDAQ Global MarketSM
HCWB,HCW Biologics Inc. - Common Stock,NASDAQ Global MarketSM
HDL,SUPER HI INTERNATIONAL HOLDING LTD. - American Depositary Shares,NASDAQ Global MarketSM
HDSN,"Hudson Technologies, Inc. - Common Stock",NASDAQ Capital Market
HEAR,Turtle Beach Corporation - Common Stock,NASDAQ Global MarketSM
HEES,"H&E Equipment Services, Inc. - Common Stock",NASDAQ Global Select MarketSM
HELE,Helen of Troy Limited - Common Stock,NASDAQ Global Select MarketSM
HEPA,"Hepion Pharmaceuticals, Inc. - Common Stock",NASDAQ Capital Market
HEPS,D-Market Electronic Services & Trading - American Depositary Shares,NASDAQ Global Select MarketSM
HERD,Pacer Cash Cows Fund of Funds ETF,NASDAQ Global MarketSM
HERO,Global X Video Games & Esports ETF,NASDAQ Global MarketSM
HEWG,iShares Currency Hedged MSCI Germany ETF,NASDAQ Global MarketSM
HFBL,"Home Federal Bancorp, Inc. of Louisiana - Common Stock",NASDAQ Capital Market
HFFG,HF Foods Group Inc. - Common Stock,NASDAQ Capital Market
HFWA,Heritage Financial Corporation - Common Stock,NASDAQ Global Select MarketSM
HGAS,Global Gas Corporation - Class A Common Stock,NASDAQ Capital Market
HGASW,Global Gas Corporation - Warrant,NASDAQ Capital Market
HGBL,Heritage Global Inc. - Common Stock,NASDAQ Capital Market
HHGC,HHG Capital Corporation - Ordinary Shares,NASDAQ Capital Market
HHGCR,HHG Capital Corporation - Rights,NASDAQ Capital Market
HHGCU,HHG Capital Corporation - Units,NASDAQ Capital Market
HHGCW,HHG Capital Corporation - Warrant,NASDAQ Capital Market
HHS,"Harte Hanks, Inc. - Common Stock",NASDAQ Global MarketSM
HIBB,"Hibbett, Inc. - Common Stock",NASDAQ Global Select MarketSM
HIDE,Alpha Architect High Inflation and Deflation ETF,NASDAQ Global MarketSM
HIFS,Hingham Institution for Savings - Common Stock,NASDAQ Global MarketSM
HIHO,Highway Holdings Limited - Common Stock,NASDAQ Capital Market
HIMX,"Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.",NASDAQ Global Select MarketSM
HISF,First Trust High Income Strategic Focus ETF,NASDAQ Global MarketSM
HITI,High Tide Inc. - Common Shares,NASDAQ Capital Market
HIVE,HIVE Digital Technologies Ltd - Common Shares,NASDAQ Capital Market
HKIT,Hitek Global Inc. - Class A Ordinary Share,NASDAQ Capital Market
HLAL,Wahed FTSE USA Shariah ETF,NASDAQ Global MarketSM
HLIT,Harmonic Inc. - Common Stock,NASDAQ Global Select MarketSM
HLMN,Hillman Solutions Corp. - Common Stock,NASDAQ Global MarketSM
HLNE,Hamilton Lane Incorporated - Class A Common Stock,NASDAQ Global Select MarketSM
HLP,Hongli Group Inc. - Ordinary Shares,NASDAQ Capital Market
HLTH,Cue Health Inc. - Common Stock,NASDAQ Capital Market
HLVX,"HilleVax, Inc. - Common Stock",NASDAQ Global Select MarketSM
HLXB,Helix Acquisition Corp. II - Class A Ordinary Shares,NASDAQ Global MarketSM
HMNF,"HMN Financial, Inc. - Common Stock",NASDAQ Global MarketSM
HMST,"HomeStreet, Inc. - Common Stock",NASDAQ Global Select MarketSM
HNDL,Strategy Shares Nasdaq 7HANDL Index ETF,NASDAQ Global MarketSM
HNNA,"Hennessy Advisors, Inc. - Common Stock",NASDAQ Global MarketSM
HNNAZ,"Hennessy Advisors, Inc. - 4.875% Notes due 2026",NASDAQ Global MarketSM
HNRG,Hallador Energy Company - Common Stock,NASDAQ Capital Market
HNST,"The Honest Company, Inc. - Common Stock",NASDAQ Global Select MarketSM
HNVR,"Hanover Bancorp, Inc. - Common Stock",NASDAQ Global Select MarketSM
HOFT,Hooker Furnishings Corporation - Common Stock,NASDAQ Global Select MarketSM
HOFV,Hall of Fame Resort & Entertainment Company - Common Stock,NASDAQ Capital Market
HOFVW,Hall of Fame Resort & Entertainment Company - Warrant,NASDAQ Capital Market
HOLI,"Hollysys Automation Technologies, Ltd. - Common Stock",NASDAQ Global Select MarketSM
HOLO,MicroCloud Hologram Inc. - Ordinary Shares,NASDAQ Capital Market
HOLOW,MicroCloud Hologram Inc. - Warrant,NASDAQ Capital Market
HOLX,"Hologic, Inc. - Common Stock",NASDAQ Global Select MarketSM
HON,Honeywell International Inc. - Common Stock,NASDAQ Global Select MarketSM
HONE,"HarborOne Bancorp, Inc. - Common Stock",NASDAQ Global Select MarketSM
HOOD,"Robinhood Markets, Inc. - Class A Common Stock",NASDAQ Global Select MarketSM
HOOK,HOOKIPA Pharma Inc. - Common Stock,NASDAQ Capital Market
HOPE,"Hope Bancorp, Inc. - Common Stock",NASDAQ Global Select MarketSM
HOTH,"Hoth Therapeutics, Inc. - Common Stock",NASDAQ Capital Market
HOUR,"Hour Loop, Inc. - common stock",NASDAQ Capital Market
HOVNP,Hovnanian Enterprises Inc - Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock,NASDAQ Global MarketSM
HOVR,New Horizon Aircraft Ltd. - Class A Ordinary Shares,NASDAQ Capital Market
HOVRW,New Horizon Aircraft Ltd. - Warrant,NASDAQ Capital Market
HOWL,"Werewolf Therapeutics, Inc. - Common Stock",NASDAQ Global Select MarketSM
HPCO,"Hempacco Co., Inc. - Common Stock",NASDAQ Capital Market
HPH,Highest Performances Holdings Inc. - American Depository Shares,NASDAQ Global MarketSM
HPK,"HighPeak Energy, Inc. - Common Stock",NASDAQ Global MarketSM
HPKEW,"HighPeak Energy, Inc. - Warrant",NASDAQ Global MarketSM
HQGO,Hartford US Quality Growth ETF,NASDAQ Global MarketSM
HQI,"HireQuest, Inc. - Common Stock",NASDAQ Capital Market
HQY,"HealthEquity, Inc. - Common Stock",NASDAQ Global Select MarketSM
HRMY,"Harmony Biosciences Holdings, Inc. - Common Stock",NASDAQ Global MarketSM
HROW,"Harrow, Inc. - Common Stock",NASDAQ Global MarketSM
HROWL,"Harrow, Inc. - 8.625% senior notes due 2026",NASDAQ Global MarketSM
HROWM,"Harrow, Inc. - 11.875% Senior Notes due 2027",NASDAQ Global MarketSM
HRTS,Tema Obesity & Cardiometabolic ETF,NASDAQ Global MarketSM
HRTX,"Heron Therapeutics, Inc.   - Common Stock",NASDAQ Capital Market
HRYU,"Hanryu Holdings, Inc. - Common Stock",NASDAQ Capital Market
HRZN,Horizon Technology Finance Corporation - Common Stock,NASDAQ Global Select MarketSM
HSAI,"Hesai Group - American Depositary Share, each ADS represents one Class B ordinary share",NASDAQ Global Select MarketSM
HSCS,"Heart Test Laboratories, Inc. - Common Stock",NASDAQ Capital Market
HSCSW,"Heart Test Laboratories, Inc. - Warrant",NASDAQ Capital Market
HSDT,"Helius Medical Technologies, Inc. - Class A Common Stock",NASDAQ Capital Market
HSIC,"Henry Schein, Inc. - Common Stock",NASDAQ Global Select MarketSM
HSII,"Heidrick & Struggles International, Inc. - Common Stock",NASDAQ Global Select MarketSM
HSON,"Hudson Global, Inc. - Common Stock",NASDAQ Global Select MarketSM
HSPO,Horizon Space Acquisition I Corp. - Ordinary Shares,NASDAQ Global MarketSM
HSPOR,Horizon Space Acquisition I Corp. - Right,NASDAQ Global MarketSM
HSPOU,Horizon Space Acquisition I Corp. - Unit,NASDAQ Global MarketSM
HSPOW,Horizon Space Acquisition I Corp. - Warrant,NASDAQ Global MarketSM
HST,"Host Hotels & Resorts, Inc. - Common Stock",NASDAQ Global Select MarketSM
HSTM,"HealthStream, Inc. - Common Stock",NASDAQ Global Select MarketSM
HTBI,"HomeTrust Bancshares, Inc. - Common Stock",NASDAQ Global Select MarketSM
HTBK,Heritage Commerce Corp - Common Stock,NASDAQ Global Select MarketSM
HTCR,"Heartcore Enterprises, Inc. - Common Stock",NASDAQ Capital Market
HTHT,H World Group Limited - American Depositary Shares,NASDAQ Global Select MarketSM
HTIA,"Healthcare Trust, Inc. - 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock",NASDAQ Global MarketSM
HTIBP,"Healthcare Trust, Inc. - 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock",NASDAQ Global MarketSM
HTLD,"Heartland Express, Inc. - Common Stock",NASDAQ Global Select MarketSM
HTLF,"Heartland Financial USA, Inc. - Common Stock",NASDAQ Global Select MarketSM
HTLFP,"Heartland Financial USA, Inc. - Depositary Shares, each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series E",NASDAQ Global Select MarketSM
HTOO,Fusion Fuel Green PLC - Ordinary Shares,NASDAQ Global MarketSM
HTOOW,Fusion Fuel Green PLC - Warrant,NASDAQ Global MarketSM
HTZ,"Hertz Global Holdings, Inc - Common Stock",NASDAQ Global Select MarketSM
HTZWW,"Hertz Global Holdings, Inc - Warrant",NASDAQ Global Select MarketSM
HUBC,Hub Cyber Security Ltd. - Ordinary Shares,NASDAQ Global MarketSM
HUBCW,Hub Cyber Security Ltd. - Warrant expiring 2/27/28,NASDAQ Capital Market
HUBCZ,Hub Cyber Security Ltd. - Warrant,NASDAQ Global MarketSM
HUBG,"Hub Group, Inc. - Class A Common Stock",NASDAQ Global Select MarketSM
HUDA,Hudson Acquisition I Corp. - Common Stock,NASDAQ Global MarketSM
HUDAR,Hudson Acquisition I Corp. - Right,NASDAQ Global MarketSM
HUDAU,Hudson Acquisition I Corp. - Unit,NASDAQ Global MarketSM
HUDI,"Huadi International Group Co., Ltd. - Ordinary Shares",NASDAQ Capital Market
HUGE,FSD Pharma Inc. - Class B Subordinate Voting Shares,NASDAQ Capital Market
HUIZ,Huize Holding Limited - American Depositary Shares,NASDAQ Global MarketSM
HUMA,"Humacyte, Inc. - Common Stock",NASDAQ Global Select MarketSM
HUMAW,"Humacyte, Inc. - Warrant",NASDAQ Global Select MarketSM
HURC,"Hurco Companies, Inc. - Common Stock",NASDAQ Global Select MarketSM
HURN,Huron Consulting Group Inc. - Common Stock,NASDAQ Global Select MarketSM
HUT,Hut 8 Corp. - Common Stock,NASDAQ Global Select MarketSM
HWBK,"Hawthorn Bancshares, Inc. - Common Stock",NASDAQ Global Select MarketSM
HWC,Hancock Whitney Corporation - Common Stock,NASDAQ Global Select MarketSM
HWCPZ,Hancock Whitney Corporation - 6.25% Subordinated Notes due 2060,NASDAQ Global Select MarketSM
HWH,HWH International Inc. - Common Stock,NASDAQ Global MarketSM
HWKN,"Hawkins, Inc. - Common Stock",NASDAQ Global Select MarketSM
HYDR,Global X Hydrogen ETF,NASDAQ Global MarketSM
HYFM,"Hydrofarm Holdings Group, Inc. - Common Stock",NASDAQ Global Select MarketSM
HYLS,First Trust Tactical High Yield ETF,NASDAQ Global MarketSM
HYMC,Hycroft Mining Holding Corporation - Class A Common Stock,NASDAQ Capital Market
HYMCL,Hycroft Mining Holding Corporation - Warrants,NASDAQ Capital Market
HYMCW,Hycroft Mining Holding Corporation - Warrant,NASDAQ Capital Market
HYPR,"Hyperfine, Inc.  - Class A Common Stock",NASDAQ Global MarketSM
HYW,Hywin Holdings Ltd. - American Depositary Shares,NASDAQ Global MarketSM
HYXF,iShares ESG Advanced High Yield Corporate Bond ETF,NASDAQ Global MarketSM
HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,NASDAQ Global MarketSM
HYZN,Hyzon Motors Inc. - Class A Common Stock,NASDAQ Global Select MarketSM
HYZNW,Hyzon Motors Inc. - Warrant,NASDAQ Global Select MarketSM
IAC,IAC Inc. - Common Stock,NASDAQ Global Select MarketSM
IART,Integra LifeSciences Holdings Corporation - Common Stock,NASDAQ Global Select MarketSM
IAS,Integral Ad Science Holding Corp. - Common Stock,NASDAQ Global Select MarketSM
IBAC,IB Acquisition Corp. - Common Stock,NASDAQ Global MarketSM
IBACR,IB Acquisition Corp. - Right,NASDAQ Global MarketSM
IBAT,iShares Energy Storage & Materials ETF,NASDAQ Global MarketSM
IBB,iShares Biotechnology ETF,NASDAQ Global MarketSM
IBBQ,Invesco Nasdaq Biotechnology ETF,NASDAQ Global MarketSM
IBCP,Independent Bank Corporation - Common Stock,NASDAQ Global Select MarketSM
IBEX,IBEX Limited - Common Share,NASDAQ Global MarketSM
IBIT,iShares Bitcoin Trust,NASDAQ Global MarketSM
IBKR,"Interactive Brokers Group, Inc. - Class A Common Stock",NASDAQ Global Select MarketSM
IBOC,International Bancshares Corporation - Common Stock,NASDAQ Global Select MarketSM
IBOT,VanEck Robotics ETF,NASDAQ Global MarketSM
IBRX,"ImmunityBio, Inc. - Common Stock",NASDAQ Global Select MarketSM
IBTE,iShares iBonds Dec 2024 Term Treasury ETF,NASDAQ Global MarketSM
IBTF,iShares iBonds Dec 2025 Term Treasury ETF,NASDAQ Global MarketSM
IBTG,iShares iBonds Dec 2026 Term Treasury ETF,NASDAQ Global MarketSM
IBTH,iShares iBonds Dec 2027 Term Treasury ETF,NASDAQ Global MarketSM
IBTI,iShares iBonds Dec 2028 Term Treasury ETF,NASDAQ Global MarketSM
IBTJ,iShares iBonds Dec 2029 Term Treasury ETF,NASDAQ Global MarketSM
IBTK,iShares iBonds Dec 2030 Term Treasury ETF,NASDAQ Global MarketSM
IBTL,iShares iBonds Dec 2031 Term Treasury ETF,NASDAQ Global MarketSM
IBTM,iShares iBonds Dec 2032 Term Treasury ETF,NASDAQ Global MarketSM
IBTO,iShares iBonds Dec 2033 Term Treasury ETF,NASDAQ Global MarketSM
IBTX,"Independent Bank Group, Inc - Common Stock",NASDAQ Global Select MarketSM
ICAD,icad inc. - Common Stock,NASDAQ Capital Market
ICCC,ImmuCell Corporation - Common Stock,NASDAQ Capital Market
ICCH,"ICC Holdings, Inc. - Common Stock",NASDAQ Capital Market
ICCM,IceCure Medical Ltd. - Ordinary Shares,NASDAQ Capital Market
ICCT,iCoreConnect Inc. - Common stock,NASDAQ Capital Market
ICFI,"ICF International, Inc. - Common Stock",NASDAQ Global Select MarketSM
ICG,Intchains Group Limited - American Depositary Shares,NASDAQ Capital Market
ICHR,Ichor Holdings - Ordinary Shares,NASDAQ Global Select MarketSM
ICLK,iClick Interactive Asia Group Limited - American Depositary Shares,NASDAQ Global MarketSM
ICLN,iShares Global Clean Energy ETF,NASDAQ Global MarketSM
ICLR,ICON plc - Ordinary Shares,NASDAQ Global Select MarketSM
ICMB,"Investcorp Credit Management BDC, Inc. - Common Stock",NASDAQ Global Select MarketSM
ICOP,iShares Copper and Metals Mining ETF,NASDAQ Global MarketSM
